Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage
C4	bin.20	617	183	1	0	0	0	0	0	0	0	680319	10636	0	0	0	0	0	0	0	183	10636	680319	3752	2981	69	120	0	k__Bacteria (UID203)	5449	102	56	88	13	1	0	0	0	22.32	1.79	0	NA	0	0	0	Faecalibacterium_prausnitzii	88.69	0.68	Faecalibacterium_prausnitzii	10.770021122444
C4	bin.21	2298	42	39	19	7	1	0	0	0	0	2698932	2677760	2139812	1317871	487035	0	0	0	0	42	487035	2698932	99225	54555	8	17	0	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0	0	42	0	0	0	Akkermansia_muciniphila	98.192	2.7	Akkermansia_muciniphila	58.4450071361561
C4	bin.22	1176	198	50	0	0	0	0	0	0	0	1513600	776319	0	0	0	0	0	0	0	198	45989	1513600	10442	5598	49	98	0	p__Bacteroidetes (UID2605)	350	316	210	126	189	0	1	0	0	59	0.95	33.33	6	0	0	1	Alistipes_sp.	82.698	1.51	Alistipes_sp.	38.7704809725159
C4	bin.23	2329	139	89	14	1	0	0	0	0	0	2947659	2677338	1028825	179774	0	0	0	0	0	139	179774	2947659	31460	17911	25	56	0	p__Bacteroidetes (UID2605)	350	316	210	10	300	5	0	1	0	95.71	2.78	18.18	23	0	1	1	Bacteroides_sp.	92.273	2.95	Bacteroides_sp.	36.1200871606926
C4	bin.24	809	254	0	0	0	0	0	0	0	0	933645	0	0	0	0	0	0	0	0	254	9205	933645	3597	2955	97	169	0	f__Lachnospiraceae (UID1286)	57	420	207	298	121	1	0	0	0	32.8	0.1	0	NA	0	0	0	Lachnospiraceae_bacterium	47.899	0.93	Lachnospiraceae	7.58270006265765
C4	bin.25	615	184	1	0	0	0	0	0	0	0	696871	10913	0	0	0	0	0	0	0	184	10913	696871	3646	3022	68	121	0	k__Bacteria (UID203)	5449	104	58	76	28	0	0	0	0	39.08	0	0	NA	0	0	0	Clostridiales_bacterium	37.006	0.7	Clostridiales	8.31136609214618
C4	bin.26	990	227	5	0	0	0	0	0	0	0	1049137	91549	0	0	0	0	0	0	0	227	30550	1049137	4588	3473	73	139	0	f__Veillonellaceae (UID1032)	33	423	214	235	186	2	0	0	0	48.75	0.55	0	4	0	0	0	Mitsuokella_multacida	71.563	1.05	Mitsuokella_multacida	8.82553946720019
C4	bin.27	1166	256	16	0	0	0	0	0	0	0	1269111	208192	0	0	0	0	0	0	0	256	19377	1269111	5231	3576	78	152	0	o__Clostridiales (UID1212)	172	263	149	77	185	1	0	0	0	65.6	0.34	0	4	0	0	0	Ruminococcaceae_bacterium	99.299	1.27	Ruminococcaceae_bacterium	10.0523122090975
C4	bin.28	1889	455	14	0	0	0	0	0	0	0	1923923	183888	0	0	0	0	0	0	0	455	22047	1923923	4079	3245	154	286	0	o__Clostridiales (UID1212)	172	263	149	131	98	34	0	0	0	57.45	13.93	76.47	11	0	0	0	Clostridiales_bacterium	86.343	1.92	Clostridiales_bacterium	12.7893372032041
C4	bin.29	1471	335	22	0	0	0	0	0	0	0	1748447	287131	0	0	0	0	0	0	0	335	18102	1748447	5723	3891	102	195	0	o__Clostridiales (UID1226)	155	278	158	99	168	11	0	0	0	72.52	4.64	100	10	0	0	0	Oribacterium_sp.	70.992	1.75	Oribacterium_sp.	13.4571708493309
C4	bin.3	1749	48	36	13	5	0	0	0	0	0	1900987	1836893	1246027	736227	0	0	0	0	0	48	212299	1900987	70548	44415	8	17	0	o__Clostridiales (UID1120)	304	250	143	18	232	0	0	0	0	91.47	0	0	37	0	0	2	Clostridium_sp.	99.864	1.9	Clostridium_sp.	29.2637719247949
C4	bin.30	1107	176	36	0	0	0	0	0	0	0	1280296	551432	0	0	0	0	0	0	0	176	37123	1280296	8749	5829	46	92	0	o__Clostridiales (UID1120)	304	250	143	42	208	0	0	0	0	80.63	0	0	7	0	0	0	Clostridium_sp.	50.947	1.28	Clostridium	13.664652549098
C4	bin.31	431	148	0	0	0	0	0	0	0	0	504871	0	0	0	0	0	0	0	0	148	8372	504871	3227	2826	59	101	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	14.31	0	0	NA	0	0	0	Lentisphaeria_bacterium	56.452	0.5	Lentisphaeria	7.31444269922416
C4	bin.32	307	100	0	0	0	0	0	0	0	0	361437	0	0	0	0	0	0	0	0	100	7752	361437	3520	2942	39	67	0	k__Bacteria (UID203)	5449	100	55	88	12	0	0	0	0	20	0	0	NA	0	0	0	Clostridiales_bacterium	12.371	0.36	Clostridiales	7.58264925837698
C4	bin.33	1527	281	34	0	0	0	0	0	0	0	1704448	498704	0	0	0	0	0	0	0	281	27678	1704448	7011	4234	76	155	0	c__Deltaproteobacteria (UID3218)	61	284	169	78	204	2	0	0	0	80.31	0.79	0	19	1	1	1	Desulfovibrio_sp.	93.51	1.7	Desulfovibrio_sp.	9.14187467144788
C4	bin.34	179	63	0	0	0	0	0	0	0	0	227922	0	0	0	0	0	0	0	0	63	7531	227922	3471	2919	24	42	0	k__Bacteria (UID203)	5449	98	58	92	6	0	0	0	0	8.62	0	0	NA	0	0	0	Porphyromonadaceae_bacterium	90.081	0.23	Porphyromonadaceae_bacterium	7.5703530155053
C4	bin.35	1691	117	70	7	1	0	0	0	0	0	2090778	1811014	524954	151005	0	0	0	0	0	117	151005	2090778	25914	13460	22	49	0	p__Firmicutes (UID1022)	100	295	158	37	258	0	0	0	0	94.78	0	0	35	0	0	0	Dialister_sp.	99.246	2.09	Dialister_sp.	23.3161770403171
C4	bin.36	1804	285	79	0	0	0	0	0	0	0	2382422	1369941	0	0	0	0	0	0	0	285	48889	2382422	11624	5992	63	134	0	p__Bacteroidetes (UID2605)	350	316	210	85	227	3	1	0	0	69.62	1.92	33.33	15	1	0	1	Alistipes_sp.	97.251	2.38	Alistipes_sp.	104.91598465763
C4	bin.37	2724	161	80	11	0	0	0	0	0	0	2834483	2382767	798150	0	0	0	0	0	0	161	99555	2834483	31008	14897	27	60	0	o__Clostridiales (UID1212)	172	263	149	15	239	9	0	0	0	91.95	3.54	66.67	47	0	0	3	Oscillibacter_sp.	84.523	2.83	Oscillibacter_sp.	39.5496462670618
C4	bin.38	1253	288	15	0	0	0	0	0	0	0	1434263	184093	0	0	0	0	0	0	0	288	15596	1434263	5305	3766	91	170	0	o__Clostridiales (UID1120)	304	247	141	110	136	1	0	0	0	67.02	0.18	100	2	0	0	0	Clostridiales_bacterium	9.937	1.43	Clostridiales	11.2818220926009
C4	bin.39	1053	271	9	0	0	0	0	0	0	0	1355012	111664	0	0	0	0	0	0	0	271	19875	1355012	5478	3816	88	163	0	k__Bacteria (UID203)	5449	104	58	74	29	1	0	0	0	46	1.72	100	3	0	0	0	Prevotella_sp.	16.377	1.36	Prevotella	9.47249913653901
C4	bin.4	353	116	0	0	0	0	0	0	0	0	421216	0	0	0	0	0	0	0	0	116	7426	421216	3734	2962	46	78	0	o__Clostridiales (UID1212)	172	263	149	200	63	0	0	0	0	20.33	0	0	NA	0	0	0	Butyrivibrio_crossotus	79.964	0.42	Butyrivibrio_crossotus	8.97864753475652
C4	bin.40	1997	27	24	16	9	0	0	0	0	0	2247920	2221283	1992221	1514143	0	0	0	0	0	27	243274	2247920	122116	85948	6	11	0	o__Clostridiales (UID1212)	172	263	149	6	257	0	0	0	0	97.27	0	0	39	0	0	1	Ruminococcaceae_bacterium	100	2.25	Ruminococcaceae_bacterium	63.2182417523755
C4	bin.41	273	89	0	0	0	0	0	0	0	0	299862	0	0	0	0	0	0	0	0	89	6127	299862	3465	2812	36	61	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	18.83	0	0	NA	0	0	0	Clostridiales_bacterium	40.237	0.3	Clostridiales	7.92664625727835
C4	bin.42	1322	46	38	11	3	0	0	0	0	0	1625676	1587122	914295	353853	0	0	0	0	0	46	130512	1625676	57132	28553	9	20	0	c__Clostridia (UID1118)	387	223	124	13	210	0	0	0	0	91.53	0	0	38	1	1	2	Clostridiales_bacterium	27.772	1.63	Clostridiales	35.0613221822799
C4	bin.43	224	73	0	0	0	0	0	0	0	0	241448	0	0	0	0	0	0	0	0	73	6514	241448	3138	2853	31	51	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Clostridiales_bacterium	82.404	0.24	Clostridiales_bacterium	9.23428647162122
C4	bin.44	1347	326	10	0	0	0	0	0	0	0	1443617	107223	0	0	0	0	0	0	0	326	12082	1443617	4510	3391	111	204	0	k__Bacteria (UID203)	5449	104	58	65	39	0	0	0	0	51.72	0	0	9	0	0	1	Clostridiales_bacterium	46.745	1.44	Clostridiales	14.5548992565203
C4	bin.45	320	91	0	0	0	0	0	0	0	0	322578	0	0	0	0	0	0	0	0	91	9279	322578	3478	2993	37	62	0	c__Clostridia (UID1118)	387	223	124	173	50	0	0	0	0	22.18	0	0	2	0	0	0	Clostridia_bacterium	80.872	0.32	Clostridia_bacterium	8.1975522199282
C4	bin.46	2131	163	80	7	0	0	0	0	0	0	2348094	1895047	504467	0	0	0	0	0	0	163	99485	2348094	20600	12463	32	68	0	f__Spirochaetaceae (UID2535)	33	249	143	8	239	2	0	0	0	97.32	1.4	0	20	0	1	2	Treponema_succinifaciens	96.615	2.35	Treponema_succinifaciens	26.4800727739179
C4	bin.47	460	41	13	1	0	0	0	0	0	0	440017	297551	67581	0	0	0	0	0	0	41	67581	440017	13977	7724	7	17	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	2	0	0	0	Clostridiales_bacterium	34.956	0.44	Clostridiales	38.7363442776075
C4	bin.48	1656	69	53	8	1	0	0	0	0	0	1776095	1674030	540424	131504	0	0	0	0	0	69	131504	1776095	35854	22288	17	33	0	o__Clostridiales (UID1212)	172	263	149	21	241	1	0	0	0	88.59	0.67	0	18	0	0	0	Oscillibacter_sp.	93.9	1.78	Oscillibacter_sp.	38.3609547912696
C4	bin.49	2344	199	94	3	0	0	0	0	0	0	2548431	1974049	197962	0	0	0	0	0	0	199	97591	2548431	18750	10150	43	88	0	o__Clostridiales (UID1212)	172	263	149	38	221	3	1	0	0	90.77	3.02	16.67	13	0	0	3	Firmicutes_bacterium	86.305	2.55	Firmicutes_bacterium	36.5282403172776
C4	bin.5	381	48	14	0	0	0	0	0	0	0	377941	209375	0	0	0	0	0	0	0	48	24742	377941	10913	6928	13	24	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Firmicutes_bacterium	26.35	0.38	Firmicutes	29.0640602633744
C4	bin.50	3970	869	50	0	0	0	0	0	0	0	4275006	702752	0	0	0	0	0	0	0	869	37569	4275006	5072	3643	265	516	0	k__Bacteria (UID203)	5449	102	56	63	14	17	8	0	0	60.18	50.71	73.17	19	0	0	1	Faecalibacterium_prausnitzii	80.598	4.28	Faecalibacterium_prausnitzii	14.1228222837582
C4	bin.51	972	319	0	0	0	0	0	0	0	0	1165303	0	0	0	0	0	0	0	0	319	9841	1165303	3650	2927	124	212	0	k__Bacteria (UID2982)	88	230	148	131	98	1	0	0	0	37.28	0.68	0	4	1	1	1	uncultured_Lentisphaerae	41.114	1.17	uncultured	8.12595522366286
C4	bin.52	1539	29	25	11	4	0	0	0	0	0	1680497	1649676	1190464	741083	0	0	0	0	0	29	229059	1680497	74056	45450	6	13	0	o__Clostridiales (UID1212)	172	263	149	20	242	1	0	0	0	89.49	0.67	0	33	0	0	1	Eubacterium_sp.	100	1.68	Eubacterium_sp.	49.028263662476
C4	bin.53	303	31	11	0	0	0	0	0	0	0	311418	209958	0	0	0	0	0	0	0	31	49027	311418	14248	8173	7	14	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Oscillibacter_sp.	23.806	0.31	Oscillibacter	29.7935572124925
C4	bin.54	1822	356	35	0	0	0	0	0	0	0	2032366	505056	0	0	0	0	0	0	0	356	27810	2032366	6215	4186	102	200	0	k__Bacteria (UID203)	5449	102	56	53	41	7	1	0	0	65.81	10.31	70	17	0	0	1	Faecalibacterium_prausnitzii	86.681	2.03	Faecalibacterium_prausnitzii	23.069934253968
C4	bin.55	2612	581	32	0	0	0	0	0	0	0	2798067	392523	0	0	0	0	0	0	0	581	17584	2798067	5258	3473	179	346	0	o__Clostridiales (UID1212)	172	263	149	83	99	73	6	2	0	75.84	44.08	32.04	6	0	0	0	Oscillibacter_sp.	57.805	2.8	Oscillibacter	13.7607498319375
C4	bin.56	1548	311	21	0	0	0	0	0	0	0	1628664	302713	0	0	0	0	0	0	0	311	27175	1628664	5792	3805	92	180	0	o__Clostridiales (UID1212)	172	263	149	62	189	12	0	0	0	74.18	1.55	0	4	0	0	0	Clostridiales_bacterium	39.941	1.63	Clostridiales	9.23892220863235
C4	bin.57	442	133	0	0	0	0	0	0	0	0	484863	0	0	0	0	0	0	0	0	133	8673	484863	3592	2931	50	88	0	k__Bacteria (UID203)	5449	103	58	87	16	0	0	0	0	25	0	0	NA	0	0	0	Firmicutes_bacterium	94.293	0.48	Firmicutes_bacterium	7.44303029928041
C4	bin.58	502	183	1	0	0	0	0	0	0	0	711412	12684	0	0	0	0	0	0	0	183	12684	711412	3879	3138	69	120	0	k__Bacteria (UID203)	5449	104	58	93	11	0	0	0	0	18.97	0	0	NA	0	0	0	Porphyromonadaceae_bacterium	96.094	0.71	Porphyromonadaceae_bacterium	8.84972421044346
C4	bin.59	1858	69	57	16	4	0	0	0	0	0	2357411	2275988	1297339	486333	0	0	0	0	0	69	134282	2357411	52436	29613	14	29	0	p__Bacteroidetes (UID2605)	350	316	210	13	303	0	0	0	0	94.05	0	0	20	0	0	3	Bacteroidales_bacterium	85.781	2.36	Bacteroidales_bacterium	24.6095186626346
C4	bin.6	1208	320	9	0	0	0	0	0	0	0	1407810	107672	0	0	0	0	0	0	0	320	15773	1407810	4514	3329	107	198	0	f__Lachnospiraceae (UID1286)	57	420	207	218	200	2	0	0	0	55.45	0.53	0	2	0	0	0	Firmicutes_bacterium	96.073	1.41	Firmicutes_bacterium	8.0298122615978
C4	bin.60	1483	75	46	9	0	0	0	0	0	0	1651635	1482155	587335	0	0	0	0	0	0	75	80943	1651635	37579	19112	15	29	0	p__Proteobacteria (UID3887)	1487	256	160	14	240	2	0	0	0	94.17	0.94	0	35	0	0	2	Sutterella_sp.	94.086	1.65	Sutterella_sp.	13.5475755841938
C4	bin.61	180	64	0	0	0	0	0	0	0	0	214900	0	0	0	0	0	0	0	0	64	8653	214900	3105	2808	26	44	0	k__Bacteria (UID203)	5449	103	57	96	7	0	0	0	0	9.36	0	0	2	0	0	0	Bifidobacterium_adolescentis	98.568	0.21	Bifidobacterium_adolescentis	6.95556072591903
C4	bin.7	1786	237	70	0	0	0	0	0	0	0	2027746	1144553	0	0	0	0	0	0	0	237	32414	2027746	11325	6534	58	116	0	o__Clostridiales (UID1212)	172	263	149	19	244	0	0	0	0	91.83	0	0	6	0	0	1	Ruminococcus_sp.	96.195	2.03	Ruminococcus_sp.	17.5673629734691
C4	bin.8	422	124	0	0	0	0	0	0	0	0	429681	0	0	0	0	0	0	0	0	124	7475	429681	3321	2864	49	84	0	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	11.21	0	0	NA	0	0	0	Clostridiales_bacterium	45.131	0.43	Clostridiales	8.53854371033395
C4	bin.9	327	99	3	0	0	0	0	0	0	0	460334	31593	0	0	0	0	0	0	0	99	10797	460334	4709	3636	33	61	0	k__Bacteria (UID203)	5449	103	57	73	30	0	0	0	0	44.74	0	0	5	0	0	0	Clostridium_sp.	96.407	0.46	Clostridium_sp.	11.2235898282551
C5	bin.1	278	26	16	0	0	0	0	0	0	0	320780	257653	0	0	0	0	0	0	0	26	35646	320780	15600	10445	8	15	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	12.07	0	0	5	0	0	1	Prevotella_sp.	89.563	0.32	Prevotella_sp.	21.8701290604152
C5	bin.10	1898	429	26	0	0	0	0	0	0	0	2140721	406008	0	0	0	0	0	0	0	429	32688	2140721	5158	3490	124	249	0	k__Bacteria (UID203)	5449	104	58	92	10	2	0	0	0	20.69	3.45	100	12	0	0	0	Prevotella_sp.	65.351	2.14	Prevotella_sp.	20.4931189071346
C5	bin.11	3860	852	95	0	0	0	0	0	0	0	4915543	1393312	0	0	0	0	0	0	0	852	45420	4915543	6414	4116	231	472	0	k__Bacteria (UID203)	5449	104	58	61	14	9	17	3	0	66.38	81.03	92.31	48	0	0	1	Prevotella_sp.	62.532	4.92	Prevotella_sp.	62.8306374290694
C5	bin.12	740	210	4	0	0	0	0	0	0	0	855120	48756	0	0	0	0	0	0	0	210	14177	855120	3982	3135	73	134	0	k__Bacteria (UID203)	5449	104	58	101	3	0	0	0	0	2.23	0	0	2	0	0	1	Prevotella_sp.	32.718	0.86	Prevotella	12.1233861914117
C5	bin.13	1968	150	107	5	1	0	0	0	0	0	2583289	2326415	389013	122179	0	0	0	0	0	150	122179	2583289	21240	14365	36	74	0	g__Prevotella (UID2724)	55	567	296	113	451	3	0	0	0	85.64	0.84	0	10	0	0	1	Prevotella_sp.	97.687	2.58	Prevotella_sp.	25.6788922958291
C5	bin.14	1897	321	81	0	0	0	0	0	0	0	2566091	1256773	0	0	0	0	0	0	0	321	27124	2566091	9763	6353	84	165	0	o__Bacteroidales (UID2716)	92	487	270	91	386	10	0	0	0	83.36	1.63	20	8	0	0	0	Prevotella_sp.	76.028	2.57	Prevotella_sp.	22.7177641011172
C5	bin.15	2078	68	42	13	6	1	0	0	0	0	2396300	2254754	1564334	1048310	375149	0	0	0	0	68	375149	2396300	89791	34883	8	19	0	c__Gammaproteobacteria (UID4201)	1164	271	170	21	248	2	0	0	0	98.24	0.88	50	57	0	0	1	Succinatimonas_sp.	97.868	2.4	Succinatimonas_sp.	94.7848140883863
C5	bin.16	505	173	3	0	0	0	0	0	0	0	726222	33434	0	0	0	0	0	0	0	173	11888	726222	4376	3359	63	111	0	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	12.07	0	0	NA	0	0	0	Prevotella_sp.	98.119	0.73	Prevotella_sp.	11.3019159430587
C5	bin.17	1214	268	34	0	0	0	0	0	0	0	1754693	471584	0	0	0	0	0	0	0	268	26699	1754693	7243	5222	83	155	0	k__Bacteria (UID203)	5449	104	58	68	35	1	0	0	0	56.54	1.72	0	6	0	0	1	Prevotella_sp.	96.883	1.75	Prevotella_sp.	18.2425928638229
C5	bin.18	1218	260	14	0	0	0	0	0	0	0	1347937	190242	0	0	0	0	0	0	0	260	20964	1347937	5656	3854	81	153	0	p__Firmicutes (UID1022)	100	295	158	87	202	6	0	0	0	77.47	1.84	33.33	6	0	0	1	Anaerovibrio_lipolyticus	22.638	1.35	Anaerovibrio	13.642848293355
C5	bin.19	716	246	2	0	0	0	0	0	0	0	1120627	21722	0	0	0	0	0	0	0	246	11078	1120627	4835	3587	88	154	0	k__Bacteria (UID203)	5449	104	58	87	17	0	0	0	0	27.59	0	0	NA	0	0	0	Prevotella_sp.	94.464	1.12	Prevotella_sp.	11.3569457098571
C5	bin.2	722	120	17	0	0	0	0	0	0	0	770630	279688	0	0	0	0	0	0	0	120	43450	770630	7503	4483	30	63	0	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0	0	NA	0	0	2	Prevotella_copri	74.98	0.77	Prevotella_copri	90.8803835822639
C5	bin.20	915	178	21	0	0	0	0	0	0	0	1114285	367661	0	0	0	0	0	0	0	178	49318	1114285	6974	4431	44	95	0	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.93	0	0	19	0	0	1	Prevotella_copri	47.566	1.11	Prevotella	58.3785566529209
C5	bin.21	2340	327	107	0	0	0	0	0	0	0	3086520	1937857	0	0	0	0	0	0	0	327	45870	3086520	13120	7258	73	151	0	k__Bacteria (UID203)	5449	104	58	61	40	3	0	0	0	64.14	5.17	100	18	0	0	2	Prevotella_sp.	91.715	3.09	Prevotella_sp.	27.4606838769877
C5	bin.22	523	159	0	0	0	0	0	0	0	0	591893	0	0	0	0	0	0	0	0	159	9343	591893	3728	3051	62	105	0	k__Bacteria (UID203)	5449	102	56	91	11	0	0	0	0	16.07	0	0	NA	0	0	0	Faecalibacterium_prausnitzii	98.239	0.59	Faecalibacterium_prausnitzii	12.5498189706585
C5	bin.23	1807	275	41	1	0	0	0	0	0	0	1853086	738599	51756	0	0	0	0	0	0	275	51756	1853086	7526	4688	63	139	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	5	0	0	2	Prevotella_copri	61.498	1.85	Prevotella_copri	40.8016681362873
C5	bin.3	1856	203	85	0	0	0	0	0	0	0	2358285	1677936	0	0	0	0	0	0	0	203	46096	2358285	16663	8684	48	95	0	o__Bacteroidales (UID2657)	160	492	269	30	462	0	0	0	0	91.05	0	0	32	0	0	2	Prevotella_sp.	43.025	2.36	Prevotella	52.6744223026479
C5	bin.4	1802	165	89	1	0	0	0	0	0	0	2216488	1763345	54147	0	0	0	0	0	0	165	54147	2216488	18563	11265	41	80	0	g__Prevotella (UID2724)	55	567	296	72	492	3	0	0	0	89.34	0.56	0	11	0	0	2	Prevotella_sp.	95.323	2.22	Prevotella_sp.	24.2438262693053
C5	bin.5	903	227	17	0	0	0	0	0	0	0	1186426	243386	0	0	0	0	0	0	0	227	28154	1186426	5595	3803	67	132	0	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	20.69	0	0	6	0	0	1	Prevotella_sp.	91.405	1.19	Prevotella_sp.	31.9995937378311
C5	bin.6	415	118	3	0	0	0	0	0	0	0	449018	36557	0	0	0	0	0	0	0	118	14393	449018	3556	2933	43	77	0	k__Bacteria (UID203)	5449	104	58	83	21	0	0	0	0	29.31	0	0	NA	0	0	0	Sutterella_sp.	91.269	0.45	Sutterella_sp.	7.55047681830127
C5	bin.7	1197	308	17	0	0	0	0	0	0	0	1550653	200371	0	0	0	0	0	0	0	308	14270	1550653	5368	3793	99	184	0	k__Bacteria (UID203)	5449	104	58	77	25	2	0	0	0	42.24	1.72	0	4	0	0	0	Prevotella_sp.	49.232	1.55	Prevotella	16.3030671594483
C5	bin.8	211	71	2	0	0	0	0	0	0	0	313645	26827	0	0	0	0	0	0	0	71	15280	313645	4470	3437	26	46	0	k__Bacteria (UID203)	5449	104	58	98	6	0	0	0	0	10.34	0	0	NA	0	0	0	Prevotella_sp.	57.362	0.31	Prevotella	10.6166207017488
C5	bin.9	1550	270	38	1	0	0	0	0	0	0	1837218	703947	61944	0	0	0	0	0	0	270	61944	1837218	8177	4510	62	138	0	k__Bacteria (UID203)	5449	104	58	66	36	2	0	0	0	55.17	3.45	100	27	0	0	3	Prevotella_copri	96.261	1.84	Prevotella_copri	136.435550925366
C6	bin.1	206	60	0	0	0	0	0	0	0	0	212435	0	0	0	0	0	0	0	0	60	7964	212435	3410	2863	24	41	0	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	12.07	0	0	NA	0	0	0	Sutterella_sp.	82.815	0.21	Sutterella_sp.	6.65144632475816
C6	bin.10	2075	161	110	4	0	0	0	0	0	0	2813744	2522469	259497	0	0	0	0	0	0	161	76172	2813744	24992	14937	39	76	0	o__Bacteroidales (UID2716)	92	487	270	41	434	12	0	0	0	91.89	0.96	100	33	0	0	3	Prevotella_sp.	83.98	2.81	Prevotella_sp.	32.1641734287128
C6	bin.11	581	179	2	0	0	0	0	0	0	0	696211	21716	0	0	0	0	0	0	0	179	11322	696211	3866	3069	66	117	0	k__Bacteria (UID1453)	901	171	117	88	83	0	0	0	0	36.55	0	0	NA	0	0	0	Clostridium_sp.	41.966	0.7	Clostridium	9.8640354720049
C6	bin.12	974	211	30	0	0	0	0	0	0	0	1341104	424897	0	0	0	0	0	0	0	211	38705	1341104	7156	4696	59	116	0	k__Bacteria (UID203)	5449	104	58	83	21	0	0	0	0	34.48	0	0	6	0	0	0	Prevotella_sp.	63.665	1.34	Prevotella_sp.	12.9624175306315
C6	bin.13	439	112	8	0	0	0	0	0	0	0	593765	112077	0	0	0	0	0	0	0	112	26148	593765	5394	4128	35	66	0	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	17.24	0	0	NA	0	0	0	Prevotella_sp.	51.563	0.59	Prevotella	10.713581972666
C6	bin.14	3061	460	126	2	0	0	0	0	0	0	4030481	2290355	123581	0	0	0	0	0	0	460	71521	4030481	11869	6514	101	219	0	g__Prevotella (UID2721)	65	530	280	114	217	152	41	6	0	84.58	51.4	68.81	52	0	0	3	Prevotella_sp.	58.98	4.03	Prevotella	95.1136229149821
C6	bin.15	2442	125	80	17	2	0	0	0	0	0	3102070	2883340	1253972	254765	0	0	0	0	0	125	149340	3102070	38773	23530	24	49	0	k__Bacteria (UID203)	5449	104	58	51	51	2	0	0	0	76.9	3.45	100	39	0	0	4	Prevotella_sp.	97.876	3.1	Prevotella_sp.	45.3684152839878
C6	bin.16	3556	493	121	5	0	0	0	0	0	0	4463816	2690922	321180	0	0	0	0	0	0	493	78499	4463816	14491	6218	84	205	0	g__Prevotella (UID2724)	55	567	296	68	361	100	33	5	0	94.71	38.04	47.16	28	0	0	6	Prevotella_sp.	49.028	4.46	Prevotella	27.9935933739204
C6	bin.17	930	215	24	0	0	0	0	0	0	0	1240248	338171	0	0	0	0	0	0	0	215	38844	1240248	6537	4166	60	120	0	k__Bacteria (UID203)	5449	104	58	87	17	0	0	0	0	27.07	0	0	2	0	0	0	Prevotella_sp.	96.826	1.24	Prevotella_sp.	9.23537066780192
C6	bin.18	420	111	8	0	0	0	0	0	0	0	549671	114036	0	0	0	0	0	0	0	111	20144	549671	4930	3613	32	64	0	k__Bacteria (UID203)	5449	104	58	96	7	1	0	0	0	12.07	1.72	100	2	0	0	0	Prevotella_copri	46.253	0.55	Prevotella	24.1229753798181
C6	bin.19	1990	202	100	1	0	0	0	0	0	0	2553228	1970828	51008	0	0	0	0	0	0	202	51008	2553228	17434	10633	47	95	0	o__Bacteroidales (UID2657)	160	492	269	27	465	0	0	0	0	91.91	0	0	29	0	0	4	Prevotella_sp.	50.315	2.55	Prevotella	43.0613717223844
C6	bin.2	663	53	34	1	0	0	0	0	0	0	866822	745388	55027	0	0	0	0	0	0	53	55027	866822	19720	13160	13	26	0	o__Bacteroidales (UID2716)	92	487	270	306	181	0	0	0	0	34.34	0	0	10	0	0	1	Prevotella_sp.	96.053	0.87	Prevotella_sp.	26.6298617247832
C6	bin.20	6080	666	190	13	1	0	0	0	0	0	6870651	4507260	844322	108326	0	0	0	0	0	666	108326	6870651	16428	7141	105	267	0	k__Bacteria (UID203)	5449	104	58	52	34	15	2	1	0	71.88	33.78	77.78	87	0	0	7	Prevotella_sp.	55.903	6.87	Prevotella	64.507686389543
C6	bin.21	346	35	11	1	0	0	0	0	0	0	367434	252944	59575	0	0	0	0	0	0	35	59575	367434	15993	8276	7	14	0	root (UID1)	5656	56	24	56	0	0	0	0	0	0	0	0	NA	0	0	0	Prevotella_sp.	59.276	0.37	Prevotella	34.8189062525515
